country,Date,population_growth_annual_percent.,population_total.,children_per_woman_total_fertility.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdp_per_capita_yearly_growth.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.,income_per_person_gdppercapita_ppp_inflation_adjusted.
Sudan,1996,2.8,24800000,5.76,14.0,26900000000.0,2.42,886.0,89.9,60.7,117.0,5.1,2020.0
Sudan,1997,2.49,25400000,5.68,14.4,29800000000.0,7.08,954.0,89.5,61.1,114.0,9.87,2170.0
Sudan,1998,2.31,26000000,5.61,14.7,31100000000.0,2.97,967.0,88.9,61.5,111.0,5.61,2210.0
Sudan,1999,2.29,26600000,5.54,15.1,32000000000.0,4.62,970.0,88.2,61.9,108.0,7.25,2210.0
Sudan,2000,2.39,27300000,5.47,15.4,34100000000.0,6.59,1000.0,87.7,62.6,105.0,9.2,2290.0
Sudan,2001,2.52,27900000,5.4,15.8,36300000000.0,3.16,1040.0,87.4,63.2,101.0,5.62,2370.0
Sudan,2002,2.59,28700000,5.33,16.2,38600000000.0,3.12,1070.0,87.2,63.7,98.0,5.51,2450.0
Sudan,2003,2.6,29400000,5.27,16.7,41600000000.0,4.22,1130.0,87.0,63.8,94.8,6.63,2570.0
Sudan,2004,2.52,30200000,5.2,17.1,43200000000.0,2.33,1140.0,86.6,64.1,91.7,4.73,2590.0
Sudan,2005,2.38,30900000,5.14,17.5,46400000000.0,5.79,1190.0,86.0,64.9,88.8,8.35,2710.0
Sudan,2006,2.22,31600000,5.09,17.9,51100000000.0,6.15,1280.0,85.7,65.2,86.0,8.8,2910.0
Sudan,2007,2.11,32300000,5.03,18.3,57000000000.0,5.75,1390.0,85.1,65.6,83.5,8.44,3160.0
Sudan,2008,2.06,33000000,4.98,18.7,61400000000.0,0.431,1460.0,84.3,65.9,81.0,3.02,3320.0
Sudan,2009,2.09,33700000,4.93,19.1,63400000000.0,2.5,1460.0,83.4,66.1,78.8,4.36,3340.0
Sudan,2010,2.16,34400000,4.88,19.5,65600000000.0,-0.0692,1480.0,82.5,66.3,76.7,1.72,3370.0
Suriname,1980,0.18,363000,3.92,2.33,2810000000.0,-8.83,7740.0,78.5,66.1,58.2,-8.58,10800.0
Suriname,1981,0.151,363000,3.81,2.33,2820000000.0,6.15,7750.0,74.4,66.6,57.4,6.44,11400.0
Suriname,1982,0.194,364000,3.71,2.33,2760000000.0,-5.55,7580.0,71.4,67.1,56.7,-5.23,10800.0
Suriname,1983,0.348,365000,3.6,2.34,2680000000.0,-5.58,7320.0,69.3,67.7,56.0,-5.13,10200.0
Suriname,1984,0.644,368000,3.49,2.36,2570000000.0,-3.57,6990.0,67.5,68.3,54.6,-2.89,9870.0
Suriname,1985,1.03,371000,3.38,2.38,2520000000.0,12.2,6790.0,66.1,68.8,53.1,13.3,11100.0
Suriname,1986,1.44,377000,3.28,2.42,2430000000.0,-2.97,6460.0,65.7,68.9,51.7,-1.7,10800.0
Suriname,1987,1.78,384000,3.19,2.46,2090000000.0,-8.34,5450.0,64.8,69.2,50.3,-6.9,9880.0
Suriname,1988,2.0,391000,3.12,2.51,2270000000.0,7.68,5810.0,63.9,69.3,49.0,9.52,10600.0
Suriname,1989,2.05,399000,3.06,2.56,2520000000.0,3.68,6310.0,63.3,68.7,47.7,5.46,11000.0
Suriname,1990,1.98,407000,3.03,2.61,2510000000.0,-4.64,6160.0,63.1,70.1,46.4,-3.09,10500.0
Suriname,1991,1.88,415000,3.01,2.66,2580000000.0,1.69,6210.0,63.2,70.3,45.1,3.21,10600.0
Suriname,1992,1.8,423000,3.01,2.71,2580000000.0,0.203,6090.0,63.7,70.1,43.7,1.61,10400.0
Suriname,1993,1.71,430000,3.01,2.76,2390000000.0,-5.86,5550.0,64.3,69.9,42.4,-4.59,9510.0
Suriname,1994,1.61,437000,3.02,2.8,2470000000.0,-3.98,5640.0,64.9,70.0,41.1,-2.7,9660.0
Suriname,1995,1.52,444000,3.01,2.84,2490000000.0,2.01,5620.0,65.2,70.3,39.7,3.39,9620.0
Suriname,1996,1.41,450000,3.0,2.88,2520000000.0,0.214,5610.0,65.4,70.4,38.4,1.59,9600.0
Suriname,1997,1.31,456000,2.97,2.92,2670000000.0,1.24,5850.0,65.4,70.4,37.2,2.63,10000.0
Suriname,1998,1.22,462000,2.94,2.96,2710000000.0,2.03,5870.0,65.2,70.2,35.9,3.44,10100.0
Suriname,1999,1.17,467000,2.9,2.99,2690000000.0,-3.38,5750.0,64.8,69.9,34.7,-2.04,9850.0
Suriname,2000,1.15,472000,2.86,3.03,2690000000.0,3.03,5690.0,64.2,69.7,33.5,4.47,9730.0
Suriname,2001,1.13,478000,2.82,3.06,2810000000.0,5.02,5880.0,62.3,69.4,32.4,6.5,10100.0
Suriname,2002,1.1,483000,2.78,3.1,2930000000.0,1.82,6060.0,60.4,69.3,31.3,3.26,10400.0
Suriname,2003,1.09,488000,2.75,3.13,3100000000.0,6.18,6360.0,58.6,69.3,30.2,7.66,10900.0
Suriname,2004,1.08,494000,2.71,3.16,3390000000.0,6.73,6870.0,57.0,69.3,29.2,8.14,11800.0
Suriname,2005,1.07,499000,2.67,3.2,3550000000.0,5.14,7110.0,55.8,69.5,28.3,6.43,12200.0
Suriname,2006,1.07,504000,2.64,3.23,3680000000.0,4.57,7300.0,55.2,69.6,27.3,5.75,12500.0
Suriname,2007,1.06,510000,2.61,3.27,3870000000.0,3.92,7600.0,54.9,69.7,26.5,5.0,13000.0
Suriname,2008,1.06,515000,2.58,3.3,4030000000.0,2.72,7830.0,54.7,69.8,25.7,3.72,13400.0
Suriname,2009,1.06,521000,2.55,3.34,4150000000.0,1.62,7980.0,54.3,70.2,24.8,2.57,13700.0
Suriname,2010,1.05,526000,2.52,3.37,4370000000.0,2.74,8300.0,53.8,70.3,24.1,3.69,14200.0
Swaziland,1980,3.03,603000,6.65,35.1,967000000.0,-0.9940000000000001,1600.0,106.0,57.7,117.0,2.06,5170.0
Swaziland,1981,2.92,621000,6.6,36.1,1110000000.0,3.5,1780.0,107.0,58.2,111.0,6.58,5370.0
Swaziland,1982,2.85,639000,6.54,37.2,1120000000.0,2.69,1750.0,107.0,58.7,105.0,5.68,5530.0
Swaziland,1983,2.94,658000,6.47,38.3,1130000000.0,-2.9,1720.0,107.0,57.9,98.8,0.0154,5380.0
Swaziland,1984,3.24,680000,6.39,39.5,1200000000.0,-1.5,1770.0,107.0,59.5,92.4,1.76,5310.0
Swaziland,1985,3.63,705000,6.29,41.0,1250000000.0,2.47,1770.0,107.0,60.1,86.2,6.27,5450.0
Swaziland,1986,4.05,734000,6.19,42.7,1400000000.0,-0.126,1910.0,106.0,60.6,80.4,4.03,5460.0
Swaziland,1987,4.33,767000,6.06,44.6,1610000000.0,4.51,2100.0,106.0,61.1,75.4,9.15,5720.0
Swaziland,1988,4.31,800000,5.92,46.5,1710000000.0,-6.83,2140.0,105.0,61.5,71.1,-2.7,5340.0
Swaziland,1989,3.95,833000,5.78,48.4,1940000000.0,2.01,2330.0,104.0,61.9,67.9,6.14,5460.0
Swaziland,1990,3.39,861000,5.62,50.1,2340000000.0,-1.72,2720.0,103.0,62.2,65.8,1.69,5380.0
Swaziland,1991,2.78,886000,5.46,51.5,2380000000.0,-2.05,2690.0,104.0,62.3,65.4,0.732,5320.0
Swaziland,1992,2.28,906000,5.29,52.7,2460000000.0,-2.56,2720.0,104.0,62.3,66.9,-0.284,5370.0
Swaziland,1993,1.97,924000,5.12,53.7,2540000000.0,0.226,2750.0,103.0,62.3,70.7,2.24,5430.0
Swaziland,1994,1.9,942000,4.96,54.8,2600000000.0,2.8,2760.0,103.0,61.3,76.5,4.8,5460.0
Swaziland,1995,2.0,961000,4.8,55.9,2720000000.0,3.02,2840.0,102.0,59.4,83.7,5.12,5610.0
Swaziland,1996,2.16,982000,4.65,57.1,2830000000.0,1.31,2880.0,99.9,57.0,91.4,3.52,5700.0
Swaziland,1997,2.24,1000000,4.52,58.4,2920000000.0,1.46,2900.0,98.0,55.0,98.9,3.75,5740.0
Swaziland,1998,2.17,1030000,4.39,59.7,2990000000.0,1.13,2920.0,95.9,52.4,106.0,3.32,5770.0
Swaziland,1999,1.89,1050000,4.28,60.8,3080000000.0,1.76,2950.0,93.4,50.0,112.0,3.69,5830.0
Swaziland,2000,1.5,1060000,4.19,61.7,3130000000.0,0.795,2950.0,90.7,47.5,118.0,2.3,5840.0
Swaziland,2001,1.07,1070000,4.11,62.4,3170000000.0,0.629,2950.0,88.8,45.5,122.0,1.69,5840.0
Swaziland,2002,0.743,1080000,4.04,62.8,3310000000.0,2.02,3060.0,87.0,44.2,124.0,2.75,6050.0
Swaziland,2003,0.596,1090000,3.98,63.2,3430000000.0,1.91,3160.0,85.1,43.3,126.0,2.47,6250.0
Swaziland,2004,0.7020000000000001,1100000,3.93,63.7,3560000000.0,1.89,3250.0,83.4,42.6,126.0,2.52,6430.0
Swaziland,2005,0.983,1110000,3.87,64.3,3770000000.0,2.28,3410.0,81.8,42.3,125.0,3.16,6750.0
Swaziland,2006,1.32,1120000,3.82,65.1,4000000000.0,1.74,3570.0,79.9,43.0,117.0,2.9,7060.0
Swaziland,2007,1.59,1140000,3.76,66.2,4180000000.0,12.6,3670.0,77.9,43.8,112.0,14.2,7250.0
Swaziland,2008,1.78,1160000,3.69,67.4,4210000000.0,1.94,3630.0,76.1,44.5,110.0,3.5,7180.0
Swaziland,2009,1.86,1180000,3.61,68.6,4280000000.0,0.0727,3620.0,74.4,45.6,105.0,1.64,7160.0
Swaziland,2010,1.86,1200000,3.53,69.9,4440000000.0,0.752,3690.0,73.0,47.0,97.4,2.28,7300.0
Sweden,1980,0.203,8320000,1.68,20.3,258000000000.0,0.675,31100.0,56.0,75.9,8.4,0.867,26000.0
Sweden,1981,0.12,8330000,1.64,20.3,260000000000.0,-0.573,31200.0,55.7,76.2,8.2,-0.468,25900.0
Sweden,1982,0.0572,8330000,1.63,20.3,263000000000.0,2.14,31600.0,55.5,76.4,8.0,2.18,26500.0
Sweden,1983,0.0453,8330000,1.61,20.3,268000000000.0,1.4,32200.0,55.2,76.7,7.8,1.43,26800.0
Sweden,1984,0.0909,8340000,1.66,20.3,279000000000.0,4.0,33500.0,54.9,76.9,7.7,4.1,27900.0
Sweden,1985,0.165,8360000,1.74,20.4,285000000000.0,1.09,34200.0,54.8,76.9,7.6,1.29,28200.0
Sweden,1986,0.233,8380000,1.8,20.4,293000000000.0,3.29,35000.0,54.8,77.0,7.5,3.62,29200.0
Sweden,1987,0.334,8420000,1.84,20.5,303000000000.0,2.55,36000.0,54.9,77.1,7.4,2.98,29900.0
Sweden,1988,0.46,8460000,1.97,20.6,310000000000.0,2.34,36800.0,55.1,77.2,7.3,2.87,30600.0
Sweden,1989,0.667,8510000,2.02,20.7,319000000000.0,1.81,37500.0,55.3,77.5,7.2,2.41,31200.0
Sweden,1990,0.773,8570000,2.14,20.9,321000000000.0,-0.861,37500.0,55.6,77.6,7.0,-0.242,30900.0
Sweden,1991,0.682,8630000,2.11,21.0,317000000000.0,-4.1,36800.0,56.0,77.8,6.6,-3.45,30400.0
Sweden,1992,0.5870000000000001,8690000,2.08,21.2,314000000000.0,-0.0548,36200.0,56.4,78.1,6.2,0.6629999999999999,29800.0
Sweden,1993,0.581,8750000,1.98,21.3,307000000000.0,-2.35,35200.0,56.7,78.3,5.7,-1.67,29100.0
Sweden,1994,0.711,8800000,1.88,21.4,320000000000.0,3.51,36400.0,57.0,78.5,5.2,4.12,30000.0
Sweden,1995,0.525,8840000,1.73,21.5,333000000000.0,4.55,37700.0,57.0,78.8,4.8,4.99,31100.0
Sweden,1996,0.159,8860000,1.6,21.6,338000000000.0,1.35,38200.0,57.1,79.1,4.5,1.59,31500.0
Sweden,1997,0.0573,8870000,1.53,21.6,348000000000.0,2.51,39300.0,56.8,79.3,4.3,2.59,32400.0
Sweden,1998,0.0555,8870000,1.52,21.6,362000000000.0,3.1,40900.0,56.4,79.4,4.2,3.08,33700.0
Sweden,1999,0.0779,8870000,1.51,21.6,379000000000.0,3.74,42700.0,55.9,79.5,4.1,3.74,35200.0
Sweden,2000,0.161,8880000,1.56,21.6,397000000000.0,4.91,44700.0,55.5,79.7,4.1,5.0,36900.0
Sweden,2001,0.268,8900000,1.58,21.7,403000000000.0,0.9309999999999999,45300.0,54.7,79.8,4.1,1.12,37300.0
Sweden,2002,0.325,8920000,1.67,21.7,411000000000.0,1.88,46100.0,54.2,80.0,4.0,2.16,38000.0
Sweden,2003,0.3720000000000001,8950000,1.73,21.8,421000000000.0,1.77,47000.0,53.8,80.1,3.9,2.15,38700.0
Sweden,2004,0.393,8990000,1.77,21.9,439000000000.0,3.91,48800.0,53.5,80.2,3.7,4.4,40300.0
Sweden,2005,0.4,9040000,1.79,22.0,451000000000.0,2.74,50000.0,53.1,80.5,3.6,3.33,41200.0
Sweden,2006,0.562,9100000,1.87,22.2,473000000000.0,3.8,52000.0,53.2,80.7,3.5,4.51,42900.0
Sweden,2007,0.742,9160000,1.89,22.3,489000000000.0,2.65,53400.0,53.0,80.9,3.3,3.45,44100.0
Sweden,2008,0.779,9240000,1.92,22.5,486000000000.0,-1.55,52700.0,52.8,81.1,3.2,-0.7390000000000001,43500.0
Sweden,2009,0.852,9310000,1.94,22.7,461000000000.0,-5.83,49600.0,52.8,81.3,3.1,-5.08,40900.0
Sweden,2010,0.853,9390000,1.99,22.9,488000000000.0,5.42,52100.0,53.2,81.5,3.0,6.19,42900.0
Switzerland,1980,0.397,6300000,1.51,160.0,347000000000.0,4.04,54900.0,51.1,75.6,10.4,3.99,41600.0
Switzerland,1981,0.547,6320000,1.51,160.0,352000000000.0,0.943,55500.0,50.1,75.8,10.0,1.14,42000.0
Switzerland,1982,0.584,6340000,1.52,160.0,348000000000.0,-2.09,54400.0,49.1,76.0,9.7,-1.69,41100.0
Switzerland,1983,0.429,6380000,1.53,161.0,350000000000.0,-0.00291,54500.0,48.1,76.3,9.4,0.556,41100.0
Switzerland,1984,0.359,6420000,1.54,162.0,361000000000.0,2.58,56000.0,47.2,76.6,9.2,3.21,42200.0
Switzerland,1985,0.441,6460000,1.54,163.0,374000000000.0,2.88,57800.0,46.6,76.9,9.0,3.51,43500.0
Switzerland,1986,0.52,6490000,1.54,164.0,381000000000.0,1.02,58500.0,46.3,77.1,8.9,1.61,43900.0
Switzerland,1987,0.628,6530000,1.55,165.0,387000000000.0,0.0273,59100.0,46.2,77.3,8.8,0.608,43900.0
Switzerland,1988,0.735,6570000,1.55,166.0,399000000000.0,2.28,60600.0,46.1,77.3,8.6,2.91,45000.0
Switzerland,1989,0.809,6620000,1.55,168.0,417000000000.0,3.42,62700.0,46.1,77.4,8.4,4.16,46500.0
Switzerland,1990,1.03,6670000,1.55,169.0,432000000000.0,2.64,64300.0,46.2,77.4,8.2,3.5,47800.0
Switzerland,1991,1.25,6740000,1.54,171.0,428000000000.0,-2.03,63000.0,46.4,77.6,7.8,-1.06,46700.0
Switzerland,1992,1.1,6820000,1.54,172.0,428000000000.0,-1.04,62200.0,46.8,77.9,7.5,0.0513,46200.0
Switzerland,1993,0.9109999999999999,6890000,1.53,174.0,427000000000.0,-1.12,61600.0,47.2,78.2,7.1,-0.00561,45700.0
Switzerland,1994,0.797,6960000,1.53,176.0,433000000000.0,0.266,61900.0,47.5,78.4,6.7,1.28,45900.0
Switzerland,1995,0.6679999999999999,7020000,1.52,178.0,435000000000.0,-0.218,61800.0,47.7,78.5,6.4,0.606,45900.0
Switzerland,1996,0.442,7060000,1.5,179.0,437000000000.0,0.187,61800.0,48.2,78.9,6.1,0.79,45900.0
Switzerland,1997,0.241,7090000,1.49,179.0,448000000000.0,1.73,63100.0,48.5,79.2,6.0,2.15,46900.0
Switzerland,1998,0.297,7120000,1.47,180.0,461000000000.0,2.81,64800.0,48.6,79.4,5.8,3.14,48100.0
Switzerland,1999,0.477,7140000,1.45,181.0,469000000000.0,0.9390000000000001,65600.0,48.7,79.7,5.7,1.28,48700.0
Switzerland,2000,0.562,7170000,1.44,181.0,487000000000.0,3.11,67800.0,48.7,79.9,5.6,3.56,50300.0
Switzerland,2001,0.633,7200000,1.43,182.0,494000000000.0,0.531,68300.0,48.4,80.1,5.5,1.09,50700.0
Switzerland,2002,0.7559999999999999,7240000,1.42,183.0,494000000000.0,-0.256,67900.0,48.2,80.3,5.4,0.394,50400.0
Switzerland,2003,0.742,7290000,1.42,185.0,495000000000.0,-0.863,67400.0,47.9,80.5,5.3,-0.151,50100.0
Switzerland,2004,0.687,7350000,1.42,186.0,508000000000.0,1.99,68800.0,47.6,80.9,5.2,2.75,51100.0
Switzerland,2005,0.6409999999999999,7410000,1.43,188.0,524000000000.0,1.88,70500.0,47.3,81.2,5.1,2.63,52400.0
Switzerland,2006,0.628,7480000,1.44,189.0,545000000000.0,3.14,72800.0,47.0,81.4,4.9,3.88,54100.0
Switzerland,2007,0.894,7560000,1.46,191.0,567000000000.0,3.15,75100.0,46.9,81.6,4.8,3.89,55800.0
Switzerland,2008,1.27,7650000,1.47,193.0,580000000000.0,1.03,75800.0,46.8,81.8,4.7,1.73,56400.0
Switzerland,2009,1.25,7740000,1.49,196.0,567000000000.0,-4.36,73200.0,46.8,82.0,4.6,-3.75,54500.0
Switzerland,2010,1.04,7830000,1.5,198.0,584000000000.0,1.92,74600.0,47.0,82.2,4.5,2.5,55500.0
Thailand,1980,2.07,47400000,3.39,92.8,66500000000.0,2.33,1400.0,76.0,66.4,61.4,4.51,3640.0
Thailand,1981,1.99,48300000,3.2,94.6,70400000000.0,3.9,1460.0,73.5,66.6,58.6,6.03,3790.0
Thailand,1982,1.91,49300000,3.02,96.4,74200000000.0,3.43,1510.0,71.0,66.8,56.1,5.49,3920.0
Thailand,1983,1.85,50200000,2.86,98.2,78400000000.0,3.74,1560.0,68.4,67.3,53.6,5.75,4070.0
Thailand,1984,1.82,51100000,2.71,100.0,82900000000.0,4.0,1620.0,65.8,68.0,51.2,5.99,4230.0
Thailand,1985,1.81,52000000,2.57,102.0,86700000000.0,3.0,1670.0,63.4,68.8,48.8,4.97,4360.0
Thailand,1986,1.82,53000000,2.45,104.0,91500000000.0,3.94,1730.0,61.0,69.4,46.6,5.95,4540.0
Thailand,1987,1.81,54000000,2.35,106.0,100000000000.0,7.9,1860.0,58.8,69.8,44.3,9.98,4900.0
Thailand,1988,1.74,54900000,2.26,107.0,114000000000.0,11.7,2070.0,56.8,70.1,42.1,13.7,5480.0
Thailand,1989,1.59,55800000,2.18,109.0,127000000000.0,10.6,2280.0,54.9,70.4,40.0,12.4,6060.0
Thailand,1990,1.4,56600000,2.11,111.0,142000000000.0,9.65,2500.0,53.2,70.6,37.8,11.2,6650.0
Thailand,1991,1.19,57300000,2.06,112.0,154000000000.0,7.13,2680.0,52.1,70.8,35.8,8.34,7130.0
Thailand,1992,1.01,57800000,2.0,113.0,166000000000.0,6.68,2870.0,51.0,70.7,34.0,7.63,7630.0
Thailand,1993,0.907,58400000,1.96,114.0,180000000000.0,7.0,3080.0,50.1,70.8,32.2,7.82,8190.0
Thailand,1994,0.915,58900000,1.91,115.0,194000000000.0,7.63,3300.0,49.3,70.8,30.6,8.47,8760.0
Thailand,1995,0.997,59500000,1.87,116.0,210000000000.0,7.85,3530.0,48.4,70.9,29.2,8.81,9380.0
Thailand,1996,1.1,60200000,1.82,118.0,222000000000.0,4.65,3690.0,47.4,71.1,27.8,5.72,9800.0
Thailand,1997,1.18,60900000,1.78,119.0,216000000000.0,-2.48,3550.0,46.4,71.2,26.5,-1.38,9420.0
Thailand,1998,1.2,61600000,1.74,121.0,199000000000.0,-11.4,3240.0,45.5,71.3,25.3,-10.4,8600.0
Thailand,1999,1.15,62300000,1.71,122.0,208000000000.0,3.51,3350.0,44.7,71.6,24.2,4.77,8890.0
Thailand,2000,1.04,63000000,1.67,123.0,218000000000.0,3.96,3460.0,44.0,72.0,23.1,5.2,9190.0
Thailand,2001,0.925,63500000,1.64,124.0,225000000000.0,1.4,3540.0,43.6,72.4,22.0,2.59,9420.0
Thailand,2002,0.83,64100000,1.62,125.0,239000000000.0,4.54,3730.0,43.3,72.8,21.0,5.76,9910.0
Thailand,2003,0.7490000000000001,64600000,1.6,126.0,256000000000.0,6.08,3970.0,43.0,73.3,20.1,7.28,10500.0
Thailand,2004,0.69,65000000,1.58,127.0,272000000000.0,5.53,4190.0,42.8,73.4,19.1,6.65,11100.0
Thailand,2005,0.649,65400000,1.57,128.0,284000000000.0,3.76,4340.0,42.6,74.2,18.2,4.76,11500.0
Thailand,2006,0.608,65800000,1.56,129.0,298000000000.0,4.41,4530.0,41.7,74.6,17.4,5.31,12000.0
Thailand,2007,0.563,66200000,1.56,130.0,314000000000.0,4.7,4740.0,40.9,75.1,16.7,5.5,12600.0
Thailand,2008,0.528,66500000,1.55,130.0,319000000000.0,1.92,4800.0,40.2,75.6,16.0,2.63,12800.0
Thailand,2009,0.504,66900000,1.55,131.0,317000000000.0,-2.54,4740.0,39.5,76.1,15.4,-1.91,12600.0
Thailand,2010,0.488,67200000,1.55,132.0,341000000000.0,7.21,5080.0,39.1,76.6,14.9,7.86,13500.0
Togo,1980,2.91,2720000,7.21,50.0,1860000000.0,-6.91,683.0,97.3,55.9,176.0,-4.33,1880.0
Togo,1981,3.3,2810000,7.16,51.7,1800000000.0,-8.98,639.0,98.0,56.2,172.0,-6.11,1710.0
Togo,1982,3.6,2920000,7.1,53.6,1730000000.0,-7.06,595.0,98.3,56.4,168.0,-3.84,1590.0
Togo,1983,3.74,3030000,7.03,55.6,1640000000.0,-8.67,542.0,98.5,56.5,165.0,-5.36,1450.0
Togo,1984,3.7,3140000,6.95,57.7,1730000000.0,-0.569,551.0,98.4,56.4,161.0,3.01,1440.0
Togo,1985,3.53,3250000,6.87,59.8,1830000000.0,1.07,562.0,98.1,56.6,158.0,4.57,1450.0
Togo,1986,3.36,3360000,6.78,61.8,1860000000.0,-0.468,552.0,98.4,56.9,155.0,2.85,1440.0
Togo,1987,3.22,3470000,6.67,63.9,1870000000.0,-2.13,537.0,98.4,56.6,152.0,1.03,1410.0
Togo,1988,3.06,3580000,6.56,65.9,1990000000.0,0.8220000000000001,555.0,98.2,57.1,149.0,3.91,1420.0
Togo,1989,2.87,3690000,6.44,67.8,2070000000.0,0.101,561.0,97.6,57.1,147.0,2.93,1420.0
Togo,1990,2.69,3790000,6.32,69.6,2060000000.0,-4.38,545.0,96.8,57.4,145.0,-1.94,1350.0
Togo,1991,2.49,3880000,6.2,71.4,2050000000.0,-4.0,528.0,97.0,57.4,143.0,-1.85,1310.0
Togo,1992,2.32,3970000,6.08,73.1,1970000000.0,-7.13,495.0,96.8,57.5,141.0,-5.27,1230.0
Togo,1993,2.28,4060000,5.97,74.7,1670000000.0,-15.9,411.0,96.3,57.4,139.0,-14.3,1020.0
Togo,1994,2.4,4160000,5.86,76.6,1920000000.0,16.7,462.0,95.6,57.2,136.0,19.3,1140.0
Togo,1995,2.62,4270000,5.76,78.6,2070000000.0,1.09,485.0,94.8,57.2,134.0,3.7,1200.0
Togo,1996,2.86,4400000,5.67,80.9,2260000000.0,4.65,513.0,93.9,56.9,131.0,7.81,1270.0
Togo,1997,3.05,4530000,5.59,83.4,2580000000.0,-8.52,569.0,92.9,56.5,128.0,-5.46,1410.0
Togo,1998,3.14,4680000,5.52,86.0,2520000000.0,-5.03,539.0,91.7,56.2,126.0,-1.73,1330.0
Togo,1999,3.09,4830000,5.46,88.7,2580000000.0,0.0271,535.0,90.5,56.4,122.0,3.37,1330.0
Togo,2000,2.95,4970000,5.41,91.4,2560000000.0,-4.59,516.0,89.4,56.3,119.0,-1.66,1280.0
Togo,2001,2.81,5110000,5.36,94.0,2520000000.0,-2.11,493.0,88.5,56.2,116.0,0.598,1220.0
Togo,2002,2.7,5250000,5.32,96.6,2500000000.0,1.68,476.0,87.7,56.2,113.0,4.26,1180.0
Togo,2003,2.63,5390000,5.28,99.1,2620000000.0,2.37,486.0,86.8,56.0,110.0,4.79,1200.0
Togo,2004,2.62,5530000,5.23,102.0,2680000000.0,-0.429,484.0,86.0,56.4,107.0,1.84,1200.0
Togo,2005,2.65,5680000,5.18,104.0,2710000000.0,-1.7,477.0,85.2,56.4,104.0,0.528,1180.0
Togo,2006,2.68,5840000,5.12,107.0,2820000000.0,1.48,483.0,85.0,57.0,101.0,3.77,1200.0
Togo,2007,2.7,6000000,5.06,110.0,2880000000.0,-0.234,481.0,84.7,57.1,98.3,1.98,1190.0
Togo,2008,2.7,6160000,5.0,113.0,2950000000.0,-0.147,478.0,84.4,57.4,95.6,2.04,1190.0
Togo,2009,2.7,6330000,4.94,116.0,3050000000.0,1.32,482.0,84.0,58.0,92.9,3.51,1190.0
Togo,2010,2.69,6500000,4.87,120.0,3170000000.0,1.74,488.0,83.6,58.7,90.3,3.91,1210.0
Trinidad and Tobago,1980,1.5,1090000,3.28,212.0,10200000000.0,6.28,9410.0,65.1,68.1,39.3,7.99,16200.0
Trinidad and Tobago,1981,1.58,1100000,3.28,215.0,10600000000.0,3.33,9650.0,64.7,68.4,38.0,5.14,16800.0
Trinidad and Tobago,1982,1.62,1120000,3.26,218.0,11000000000.0,-7.09,9860.0,64.9,68.6,36.8,-5.36,15600.0
Trinidad and Tobago,1983,1.6,1140000,3.22,222.0,9910000000.0,-9.2,8700.0,65.6,68.7,35.7,-7.53,14200.0
Trinidad and Tobago,1984,1.48,1160000,3.15,225.0,9340000000.0,4.44,8080.0,66.1,68.8,34.6,6.17,14800.0
Trinidad and Tobago,1985,1.31,1170000,3.06,228.0,8950000000.0,-5.41,7640.0,66.2,69.0,33.6,-4.11,14000.0
Trinidad and Tobago,1986,1.11,1180000,2.95,231.0,8660000000.0,-4.43,7310.0,66.9,69.1,32.7,-3.43,13400.0
Trinidad and Tobago,1987,0.941,1200000,2.83,233.0,8260000000.0,-5.49,6910.0,66.8,69.1,31.9,-4.77,12700.0
Trinidad and Tobago,1988,0.804,1200000,2.7,235.0,7940000000.0,-4.45,6590.0,66.2,69.2,31.2,-3.89,12100.0
Trinidad and Tobago,1989,0.722,1210000,2.57,237.0,7870000000.0,-0.9740000000000001,6490.0,65.5,69.2,30.5,-0.42,12000.0
Trinidad and Tobago,1990,0.68,1220000,2.45,238.0,7990000000.0,1.76,6540.0,64.9,69.1,29.9,2.39,12300.0
Trinidad and Tobago,1991,0.653,1230000,2.34,240.0,8210000000.0,4.01,6670.0,63.5,69.2,29.4,4.75,12500.0
Trinidad and Tobago,1992,0.614,1240000,2.23,241.0,8070000000.0,-0.373,6520.0,62.5,69.1,29.0,0.401,12200.0
Trinidad and Tobago,1993,0.5579999999999999,1240000,2.13,243.0,7950000000.0,-0.419,6390.0,61.5,69.2,28.6,0.375,12000.0
Trinidad and Tobago,1994,0.474,1250000,2.04,244.0,8240000000.0,4.98,6590.0,60.1,69.2,28.3,5.78,12300.0
Trinidad and Tobago,1995,0.374,1260000,1.96,245.0,8620000000.0,4.74,6870.0,58.3,69.3,28.0,5.45,12900.0
Trinidad and Tobago,1996,0.268,1260000,1.9,245.0,9240000000.0,4.69,7340.0,56.3,69.3,27.9,5.3,13800.0
Trinidad and Tobago,1997,0.184,1260000,1.84,246.0,9930000000.0,4.06,7880.0,54.0,69.4,27.7,4.6,14800.0
Trinidad and Tobago,1998,0.148,1260000,1.8,246.0,10700000000.0,5.43,8510.0,51.6,69.6,27.6,5.92,15900.0
Trinidad and Tobago,1999,0.177,1260000,1.77,247.0,11600000000.0,7.36,9170.0,49.3,69.3,27.5,7.82,17200.0
