,country,Date,population_density_per_square_km.,population_total.,gdp_per_capita_yearly_growth.,children_and_elderly_per_100_adults.,income_per_person_gdppercapita_ppp_inflation_adjusted.
1458,Dominica,2008,94.8,71100,7.87,,10300.0
1459,Dominica,2009,95.0,71200,-0.723,,10200.0
1460,Dominica,2010,95.3,71400,0.7909999999999999,,10200.0
1461,Dominica,2011,95.6,71700,1.99,,10100.0
1462,Dominica,2012,96.1,72000,-1.14,,9980.0
1463,Dominica,2013,96.5,72400,0.7609999999999999,,10000.0
1464,Dominica,2014,97.0,72800,1.67,,10400.0
1465,Dominica,2015,97.5,73200,1.72,,10100.0
1466,Dominica,2016,98.1,73500,1.99,,10200.0
1467,Dominica,2017,98.6,73900,2.21,,10400.0
1468,Dominica,2018,99.1,74300,2.41,,10600.0
1469,Dominica,2019,99.6,74700,1.85,,10800.0
1470,Dominican Republic,1990,149.0,7180000,-6.64,74.3,5270.0
1471,Dominican Republic,1991,152.0,7330000,-1.14,73.5,5210.0
1472,Dominican Republic,1992,155.0,7470000,4.45,72.9,5650.0
1473,Dominican Republic,1993,158.0,7610000,0.272,72.4,5950.0
1474,Dominican Republic,1994,160.0,7750000,2.59,71.9,5970.0
1475,Dominican Republic,1995,163.0,7890000,2.77,71.2,6190.0
1476,Dominican Republic,1996,166.0,8030000,5.41,70.5,6520.0
1477,Dominican Republic,1997,169.0,8160000,6.53,69.7,6920.0
1478,Dominican Republic,1998,172.0,8300000,5.57,68.8,7290.0
1479,Dominican Republic,1999,174.0,8430000,6.29,67.9,7660.0
1480,Dominican Republic,2000,177.0,8560000,7.27,67.2,7960.0
1481,Dominican Republic,2001,180.0,8700000,2.02,66.3,7980.0
1482,Dominican Republic,2002,183.0,8830000,2.83,65.6,8320.0
1483,Dominican Republic,2003,186.0,8970000,1.25,65.1,8170.0
1484,Dominican Republic,2004,188.0,9100000,4.71,64.4,8150.0
1485,Dominican Republic,2005,191.0,9240000,6.91,63.7,8780.0
1486,Dominican Republic,2006,194.0,9370000,8.72,63.0,9580.0
1487,Dominican Republic,2007,197.0,9500000,6.55,62.2,10300.0
1488,Dominican Republic,2008,199.0,9640000,3.39,61.4,10400.0
1489,Dominican Republic,2009,202.0,9770000,1.62,60.6,10400.0
1490,Dominican Republic,2010,205.0,9900000,5.84,60.0,11100.0
1491,Dominican Republic,2011,208.0,10000000,2.63,59.4,11300.0
1492,Dominican Republic,2012,210.0,10200000,2.06,58.9,11500.0
1493,Dominican Republic,2013,213.0,10300000,2.26,58.5,11900.0
1494,Dominican Republic,2014,215.0,10400000,2.62,58.1,12600.0
1495,Dominican Republic,2015,218.0,10500000,2.27,57.8,13400.0
1496,Dominican Republic,2016,220.0,10600000,2.27,57.3,14100.0
1497,Dominican Republic,2017,223.0,10800000,2.17,56.9,14700.0
1498,Dominican Republic,2018,225.0,10900000,2.17,56.5,15200.0
1499,Dominican Republic,2019,228.0,11000000,2.17,56.1,15800.0
1500,Ecuador,1990,41.1,10200000,0.233,73.8,7470.0
1501,Ecuador,1991,42.1,10500000,2.92,73.0,7610.0
1502,Ecuador,1992,43.1,10700000,0.871,72.1,7600.0
1503,Ecuador,1993,44.1,11000000,0.0488,71.3,7570.0
1504,Ecuador,1994,45.1,11200000,2.27,70.4,7720.0
1505,Ecuador,1995,46.1,11400000,0.929,69.6,7730.0
1506,Ecuador,1996,47.0,11700000,-0.0619,68.9,7700.0
1507,Ecuador,1997,48.0,11900000,1.34,68.2,7870.0
1508,Ecuador,1998,49.0,12200000,-1.49,67.5,7960.0
1509,Ecuador,1999,49.9,12400000,-8.86,66.8,7440.0
1510,Ecuador,2000,50.8,12600000,-15.8,65.9,7390.0
1511,Ecuador,2001,51.8,12900000,3.49,65.2,7550.0
1512,Ecuador,2002,52.6,13100000,-0.675,64.4,7730.0
1513,Ecuador,2003,53.5,13300000,2.39,63.5,7810.0
1514,Ecuador,2004,54.4,13500000,6.77,62.7,8310.0
1515,Ecuador,2005,55.3,13700000,3.52,61.9,8610.0
1516,Ecuador,2006,56.2,14000000,2.88,61.0,8840.0
1517,Ecuador,2007,57.2,14200000,0.688,60.3,8880.0
1518,Ecuador,2008,58.2,14400000,4.79,59.6,9290.0
1519,Ecuador,2009,59.2,14700000,-0.454,59.0,9180.0
1520,Ecuador,2010,60.1,14900000,1.74,58.3,9350.0
1521,Ecuador,2011,61.1,15200000,6.39,57.7,9930.0
1522,Ecuador,2012,62.1,15400000,3.41,57.1,10300.0
1523,Ecuador,2013,63.1,15700000,2.56,56.5,10700.0
1524,Ecuador,2014,64.0,15900000,2.52,55.9,10900.0
1525,Ecuador,2015,65.0,16100000,1.9,55.6,10800.0
1526,Ecuador,2016,66.0,16400000,1.94,55.3,10500.0
1527,Ecuador,2017,66.9,16600000,1.97,55.1,10300.0
1528,Ecuador,2018,67.9,16900000,2.0,55.1,10200.0
1529,Ecuador,2019,68.9,17100000,2.04,55.0,10200.0
1530,Egypt,1990,57.7,57400000,-0.196,84.1,5910.0
1531,Egypt,1991,59.0,58800000,-5.61,84.2,5840.0
1532,Egypt,1992,60.3,60000000,1.1,83.7,5970.0
1533,Egypt,1993,61.6,61300000,-0.534,82.7,6010.0
1534,Egypt,1994,62.8,62500000,1.78,81.4,6130.0
1535,Egypt,1995,64.0,63700000,2.43,80.1,6290.0
1536,Egypt,1996,65.2,64900000,2.74,78.2,6480.0
1537,Egypt,1997,66.5,66200000,3.22,76.4,6710.0
1538,Egypt,1998,67.7,67400000,3.44,74.7,6860.0
1539,Egypt,1999,68.9,68600000,3.85,72.8,7140.0
1540,Egypt,2000,70.2,69900000,3.27,70.7,7390.0
1541,Egypt,2001,71.6,71200000,1.47,68.8,7510.0
1542,Egypt,2002,72.9,72600000,1.21,66.8,7540.0
1543,Egypt,2003,74.3,74000000,1.26,64.9,7640.0
1544,Egypt,2004,75.7,75400000,2.19,63.1,7800.0
1545,Egypt,2005,77.1,76800000,2.63,61.6,8000.0
1546,Egypt,2006,78.5,78200000,4.9,60.6,8400.0
1547,Egypt,2007,79.9,79500000,3.74,59.6,8840.0
1548,Egypt,2008,81.3,81000000,4.88,58.8,9310.0
1549,Egypt,2009,82.8,82500000,2.36,58.3,9560.0
1550,Egypt,2010,84.5,84100000,2.74,58.4,9860.0
1551,Egypt,2011,86.3,85900000,-0.376,58.6,9820.0
1552,Egypt,2012,88.2,87800000,-0.387,59.5,9820.0
1553,Egypt,2013,90.2,89800000,0.096,60.7,9810.0
1554,Egypt,2014,92.2,91800000,0.251,61.7,9880.0
1555,Egypt,2015,94.2,93800000,2.05,62.3,10100.0
1556,Egypt,2016,96.1,95700000,2.04,63.3,10300.0
1557,Egypt,2017,98.0,97600000,1.92,63.6,10500.0
1558,Egypt,2018,99.8,99400000,2.0,63.4,10800.0
1559,Egypt,2019,102.0,101000000,2.0,63.2,11200.0
1560,El Salvador,1990,254.0,5250000,1.29,79.4,4530.0
1561,El Salvador,1991,257.0,5330000,1.1,78.0,4630.0
1562,El Salvador,1992,261.0,5400000,5.48,76.6,4910.0
1563,El Salvador,1993,264.0,5470000,4.52,75.5,5200.0
1564,El Salvador,1994,268.0,5540000,4.11,74.5,5450.0
1565,El Salvador,1995,271.0,5610000,4.26,73.7,5730.0
1566,El Salvador,1996,274.0,5670000,-0.0943,73.1,5760.0
1567,El Salvador,1997,276.0,5730000,2.33,72.6,5950.0
1568,El Salvador,1998,279.0,5780000,1.82,72.1,6120.0
1569,El Salvador,1999,281.0,5830000,1.46,71.7,6280.0
1570,El Salvador,2000,283.0,5870000,0.295,71.3,6360.0
1571,El Salvador,2001,285.0,5910000,-0.169,70.7,6430.0
1572,El Salvador,2002,287.0,5940000,0.363,70.1,6540.0
1573,El Salvador,2003,288.0,5970000,-0.0256,69.3,6660.0
1574,El Salvador,2004,290.0,6000000,-0.00944,68.5,6750.0
1575,El Salvador,2005,291.0,6030000,0.997,67.6,6960.0
1576,El Salvador,2006,292.0,6060000,3.57,66.3,7200.0
1577,El Salvador,2007,294.0,6080000,3.33,64.9,7440.0
1578,El Salvador,2008,295.0,6110000,0.779,63.6,7500.0
1579,El Salvador,2009,296.0,6140000,-3.5,62.3,7230.0
1580,El Salvador,2010,298.0,6160000,0.9670000000000001,60.9,7300.0
1581,El Salvador,2011,299.0,6190000,1.56,59.5,7430.0
1582,El Salvador,2012,300.0,6220000,1.28,58.0,7530.0
1583,El Salvador,2013,302.0,6250000,1.19,56.5,7640.0
1584,El Salvador,2014,303.0,6280000,1.18,55.3,7710.0
1585,El Salvador,2015,305.0,6310000,1.29,54.3,7850.0
1586,El Salvador,2016,306.0,6340000,1.39,53.4,7990.0
1587,El Salvador,2017,308.0,6380000,1.59,52.7,8150.0
1588,El Salvador,2018,309.0,6410000,1.59,52.2,8290.0
1589,El Salvador,2019,311.0,6450000,1.59,51.9,8430.0
1590,Equatorial Guinea,1990,15.2,427000,-5.28,73.6,1000.0
1591,Equatorial Guinea,1991,15.7,441000,-4.28,76.6,958.0
1592,Equatorial Guinea,1992,16.2,455000,30.3,79.3,1250.0
1593,Equatorial Guinea,1993,16.8,471000,7.31,81.9,1340.0
1594,Equatorial Guinea,1994,17.4,487000,12.8,84.1,1510.0
1595,Equatorial Guinea,1995,18.0,505000,13.7,85.9,1720.0
1596,Equatorial Guinea,1996,18.7,524000,61.2,87.2,2750.0
1597,Equatorial Guinea,1997,19.4,545000,142.0,88.1,6620.0
1598,Equatorial Guinea,1998,20.2,567000,19.8,88.5,7880.0
1599,Equatorial Guinea,1999,21.0,590000,21.7,88.3,9510.0
1600,Equatorial Guinea,2000,21.9,614000,14.5,87.5,10800.0
1601,Equatorial Guinea,2001,22.8,640000,58.2,86.7,16900.0
1602,Equatorial Guinea,2002,23.8,666000,15.7,85.3,19400.0
1603,Equatorial Guinea,2003,24.8,695000,10.5,83.6,21200.0
1604,Equatorial Guinea,2004,25.8,725000,33.9,81.9,28100.0
1605,Equatorial Guinea,2005,27.0,757000,6.53,80.2,31400.0
1606,Equatorial Guinea,2006,28.2,792000,-1.67,79.2,32300.0
1607,Equatorial Guinea,2007,29.6,829000,9.94,78.3,35600.0
1608,Equatorial Guinea,2008,31.0,868000,9.13,77.4,40000.0
1609,Equatorial Guinea,2009,32.4,909000,-10.6,76.5,38700.0
1610,Equatorial Guinea,2010,33.9,951000,-4.04,75.5,33700.0
1611,Equatorial Guinea,2011,35.4,994000,2.09,75.0,34400.0
1612,Equatorial Guinea,2012,37.0,1040000,0.371,74.4,35600.0
1613,Equatorial Guinea,2013,38.6,1080000,-7.49,73.8,32700.0
1614,Equatorial Guinea,2014,40.3,1130000,-5.06,73.3,31200.0
1615,Equatorial Guinea,2015,41.9,1180000,-10.7,72.9,27200.0
1616,Equatorial Guinea,2016,43.5,1220000,-1.76,72.8,23700.0
1617,Equatorial Guinea,2017,45.2,1270000,-7.96,72.8,21900.0
1618,Equatorial Guinea,2018,46.8,1310000,-10.1,72.8,20500.0
1619,Equatorial Guinea,2019,48.5,1360000,-11.7,72.7,19300.0
1620,Eritrea,1990,30.8,3110000,-0.759,94.4,908.0
1621,Eritrea,1991,31.0,3130000,10.4,97.1,1000.0
1622,Eritrea,1992,30.9,3120000,10.8,99.5,1110.0
1623,Eritrea,1993,30.7,3100000,13.0,102.0,1270.0
1624,Eritrea,1994,30.5,3090000,20.7,104.0,1540.0
1625,Eritrea,1995,30.6,3090000,1.45,106.0,1590.0
1626,Eritrea,1996,30.9,3120000,7.39,103.0,1720.0
1627,Eritrea,1997,31.3,3160000,5.47,101.0,1830.0
1628,Eritrea,1998,31.9,3220000,-0.8959999999999999,98.0,1820.0
1629,Eritrea,1999,32.7,3300000,-3.06,95.3,1780.0
1630,Eritrea,2000,33.6,3390000,-15.5,92.7,1680.0
1631,Eritrea,2001,34.6,3500000,4.54,89.3,1770.0
1632,Eritrea,2002,35.8,3610000,-1.27,86.2,1770.0
1633,Eritrea,2003,37.0,3740000,-6.76,83.4,1660.0
1634,Eritrea,2004,38.2,3860000,-2.69,80.9,1630.0
1635,Eritrea,2005,39.3,3970000,-1.35,78.8,1630.0
1636,Eritrea,2006,40.3,4070000,-4.34,78.9,1570.0
1637,Eritrea,2007,41.1,4150000,-1.89,79.1,1560.0
1638,Eritrea,2008,41.9,4230000,-12.6,79.5,1380.0
1639,Eritrea,2009,42.7,4310000,0.733,80.1,1410.0
1640,Eritrea,2010,43.5,4390000,-0.898,80.7,1420.0
1641,Eritrea,2011,44.3,4470000,5.38,81.4,1510.0
1642,Eritrea,2012,45.2,4560000,3.6,82.1,1180.0
1643,Eritrea,2013,46.0,4650000,-1.9,82.7,1160.0
1644,Eritrea,2014,47.0,4750000,-0.9570000000000001,83.1,1200.0
1645,Eritrea,2015,48.0,4850000,-1.32,83.2,1240.0
1646,Eritrea,2016,49.1,4950000,-1.25,82.4,1240.0
1647,Eritrea,2017,50.2,5070000,-1.26,81.5,1250.0
1648,Eritrea,2018,51.4,5190000,-0.0543,80.4,1250.0
1649,Eritrea,2019,52.6,5310000,0.28,79.1,1260.0
1650,Estonia,1990,36.9,1570000,-2.52,51.2,14400.0
1651,Estonia,1991,36.5,1550000,-9.44,51.7,13000.0
1652,Estonia,1992,35.9,1520000,-12.4,52.1,11400.0
1653,Estonia,1993,35.1,1490000,-6.21,52.2,10700.0
1654,Estonia,1994,34.4,1460000,0.00192,52.1,10700.0
1655,Estonia,1995,33.8,1430000,6.02,52.0,11400.0
1656,Estonia,1996,33.4,1420000,5.87,51.2,12100.0
1657,Estonia,1997,33.3,1410000,11.6,50.5,13700.0
1658,Estonia,1998,33.2,1410000,6.13,49.8,14400.0
1659,Estonia,1999,33.1,1400000,0.706,49.1,14300.0
1660,Estonia,2000,33.0,1400000,8.57,48.4,15700.0
1661,Estonia,2001,32.8,1390000,7.17,48.0,16800.0
1662,Estonia,2002,32.6,1380000,7.98,47.7,17900.0
1663,Estonia,2003,32.4,1370000,5.83,47.4,19400.0
1664,Estonia,2004,32.2,1360000,9.03,47.1,20700.0
1665,Estonia,2005,32.0,1360000,10.9,46.9,22800.0
1666,Estonia,2006,31.8,1350000,10.3,47.1,25300.0
1667,Estonia,2007,31.7,1340000,7.67,47.2,27400.0
1668,Estonia,2008,31.6,1340000,-4.05,47.5,26000.0
1669,Estonia,2009,31.5,1340000,-14.0,47.9,22200.0
1670,Estonia,2010,31.4,1330000,3.35,48.5,22700.0
1671,Estonia,2011,31.3,1330000,8.28,49.4,24500.0
1672,Estonia,2012,31.3,1320000,7.61,50.3,25700.0
1673,Estonia,2013,31.2,1320000,1.46,51.3,26100.0
1674,Estonia,2014,31.1,1320000,-1.21,52.3,27000.0
1675,Estonia,2015,31.0,1320000,3.25,53.5,27300.0
1676,Estonia,2016,31.0,1310000,3.53,54.4,27700.0
1677,Estonia,2017,30.9,1310000,3.64,55.7,28600.0
1678,Estonia,2018,30.8,1310000,3.72,57.0,29500.0
1679,Estonia,2019,30.8,1300000,3.79,58.2,30400.0
1680,Ethiopia,1990,48.1,48100000,-0.759,97.8,652.0
1681,Ethiopia,1991,49.8,49800000,-10.3,98.5,584.0
1682,Ethiopia,1992,51.6,51600000,-11.8,98.9,515.0
1683,Ethiopia,1993,53.5,53500000,9.26,99.1,562.0
1684,Ethiopia,1994,55.4,55400000,-0.253,99.1,560.0
1685,Ethiopia,1995,57.3,57300000,2.73,98.8,575.0
1686,Ethiopia,1996,59.2,59200000,9.0,99.2,626.0
1687,Ethiopia,1997,61.0,61000000,0.122,99.3,626.0
1688,Ethiopia,1998,62.8,62800000,-6.2,99.2,587.0
1689,Ethiopia,1999,64.6,64600000,2.2,98.8,600.0
1690,Ethiopia,2000,66.5,66500000,3.08,98.4,618.0
1691,Ethiopia,2001,68.5,68500000,5.22,98.6,650.0
1692,Ethiopia,2002,70.5,70500000,-1.38,98.5,642.0
1693,Ethiopia,2003,72.5,72500000,-4.94,98.2,610.0
1694,Ethiopia,2004,74.6,74600000,10.4,97.7,673.0
1695,Ethiopia,2005,76.7,76700000,8.73,97.1,732.0
1696,Ethiopia,2006,78.9,78900000,7.83,96.4,790.0
1697,Ethiopia,2007,81.0,81000000,8.48,95.6,857.0
1698,Ethiopia,2008,83.2,83200000,7.87,94.4,925.0
1699,Ethiopia,2009,85.4,85400000,5.96,93.0,980.0
1700,Ethiopia,2010,87.7,87700000,9.63,91.4,1070.0
1701,Ethiopia,2011,90.0,90000000,8.41,89.5,1160.0
1702,Ethiopia,2012,92.4,92400000,6.0,87.6,1230.0
1703,Ethiopia,2013,94.9,94900000,7.16,85.6,1330.0
1704,Ethiopia,2014,97.4,97400000,4.95,83.6,1430.0
1705,Ethiopia,2015,99.9,99900000,5.17,81.6,1530.0
1706,Ethiopia,2016,102.0,102000000,4.71,79.8,1610.0
1707,Ethiopia,2017,105.0,105000000,4.71,78.1,1700.0
1708,Ethiopia,2018,108.0,108000000,4.92,76.3,1800.0
1709,Ethiopia,2019,110.0,110000000,4.4,74.7,1900.0
1710,Fiji,1990,39.9,729000,1.96,70.6,5890.0
1711,Fiji,1991,40.3,735000,1.96,69.8,5680.0
1712,Fiji,1992,40.8,745000,1.96,69.0,5950.0
1713,Fiji,1993,41.3,755000,1.22,68.1,5990.0
1714,Fiji,1994,41.9,766000,3.7,66.9,6210.0
1715,Fiji,1995,42.4,775000,1.28,65.5,6290.0
1716,Fiji,1996,42.9,784000,3.72,65.2,6510.0
1717,Fiji,1997,43.4,793000,-3.1,64.6,6300.0
1718,Fiji,1998,43.8,800000,0.463,63.8,6330.0
1719,Fiji,1999,44.1,806000,7.96,63.1,6830.0
1720,Fiji,2000,44.4,811000,-2.42,62.5,6670.0
1721,Fiji,2001,44.6,814000,1.29,60.1,6780.0
1722,Fiji,2002,44.6,816000,2.52,58.1,6990.0
1723,Fiji,2003,44.7,817000,0.366,56.3,7050.0
1724,Fiji,2004,44.8,818000,4.65,54.6,7410.0
1725,Fiji,2005,45.0,822000,0.0724,53.0,7430.0
1726,Fiji,2006,45.3,827000,0.961,52.9,7510.0
1727,Fiji,2007,45.7,835000,-1.7,52.7,7380.0
1728,Fiji,2008,46.2,843000,0.209,52.2,7380.0
1729,Fiji,2009,46.6,852000,-2.08,51.7,7210.0
1730,Fiji,2010,47.1,860000,-0.597,51.1,7350.0
1731,Fiji,2011,47.5,867000,1.36,51.5,7490.0
1732,Fiji,2012,47.8,874000,1.19,51.8,7570.0
1733,Fiji,2013,48.2,880000,2.53,52.2,7980.0
1734,Fiji,2014,48.5,886000,1.77,52.5,8350.0
1735,Fiji,2015,48.8,892000,1.8,52.8,8760.0
1736,Fiji,2016,49.2,899000,1.78,53.1,8860.0
1737,Fiji,2017,49.6,906000,1.82,53.3,9150.0
1738,Fiji,2018,49.9,912000,1.85,53.5,9420.0
1739,Fiji,2019,50.3,919000,1.88,53.6,9700.0
1740,Finland,1990,16.4,5000000,-0.468,48.6,28900.0
1741,Finland,1991,16.5,5020000,-6.9,48.9,27000.0
1742,Finland,1992,16.6,5040000,-4.33,49.3,26000.0
1743,Finland,1993,16.7,5070000,-1.71,49.6,25700.0
1744,Finland,1994,16.8,5100000,3.5,49.8,26600.0
1745,Finland,1995,16.8,5120000,3.07,49.8,27600.0
1746,Finland,1996,16.9,5140000,3.48,50.0,28500.0
1747,Finland,1997,17.0,5150000,5.9,49.9,30200.0
1748,Finland,1998,17.0,5160000,5.4,49.7,31800.0
1749,Finland,1999,17.0,5180000,3.64,49.5,33100.0
1750,Finland,2000,17.1,5190000,4.85,49.4,34900.0
1751,Finland,2001,17.1,5200000,2.41,49.3,35700.0
1752,Finland,2002,17.2,5210000,1.36,49.4,36200.0
1753,Finland,2003,17.2,5230000,1.58,49.7,36900.0
1754,Finland,2004,17.3,5240000,3.5,49.9,38200.0
1755,Finland,2005,17.3,5260000,2.76,49.9,39100.0
1756,Finland,2006,17.4,5280000,3.99,50.1,40500.0
1757,Finland,2007,17.4,5300000,4.87,50.1,42500.0
1758,Finland,2008,17.5,5320000,-0.193,50.0,42600.0
1759,Finland,2009,17.6,5340000,-8.97,50.2,38900.0
1760,Finland,2010,17.7,5370000,2.87,50.7,39800.0
1761,Finland,2011,17.7,5390000,2.28,51.7,40700.0
1762,Finland,2012,17.8,5410000,-1.47,53.0,39900.0
1763,Finland,2013,17.9,5440000,-1.83,54.8,39400.0
1764,Finland,2014,18.0,5460000,-0.106,56.6,39000.0
1765,Finland,2015,18.0,5480000,0.648,58.3,39000.0
1766,Finland,2016,18.1,5500000,1.13,59.7,39400.0
1767,Finland,2017,18.2,5520000,1.26,60.9,39800.0
1768,Finland,2018,18.2,5540000,1.39,62.0,40300.0
1769,Finland,2019,18.3,5560000,1.39,63.0,40800.0
1770,France,1990,104.0,57000000,2.03,51.2,29500.0
1771,France,1991,105.0,57200000,0.6940000000000001,51.5,29800.0
1772,France,1992,105.0,57500000,1.18,51.9,30100.0
1773,France,1993,105.0,57700000,-1.63,52.2,29800.0
1774,France,1994,106.0,58000000,1.56,52.6,30400.0
1775,France,1995,106.0,58200000,1.75,52.8,30900.0
1776,France,1996,107.0,58500000,0.627,53.0,31300.0
1777,France,1997,107.0,58800000,1.76,53.3,31900.0
1778,France,1998,108.0,59000000,3.01,53.4,32900.0
1779,France,1999,108.0,59300000,2.71,53.5,33800.0
1780,France,2000,109.0,59600000,3.42,53.6,34900.0
1781,France,2001,109.0,59900000,1.21,53.8,35300.0
1782,France,2002,110.0,60200000,0.206,53.9,35500.0
1783,France,2003,111.0,60600000,0.019,54.0,35500.0
1784,France,2004,111.0,60900000,1.57,54.0,36200.0
1785,France,2005,112.0,61200000,0.468,54.0,36500.0
1786,France,2006,112.0,61600000,1.74,54.1,37100.0
1787,France,2007,113.0,62000000,1.64,54.1,37800.0
1788,France,2008,114.0,62300000,-0.629,54.2,37600.0
1789,France,2009,114.0,62700000,-3.66,54.5,36300.0
1790,France,2010,115.0,63000000,1.18,55.0,36900.0
1791,France,2011,116.0,63300000,1.17,55.8,37500.0
1792,France,2012,116.0,63600000,-0.472,56.8,37300.0
1793,France,2013,117.0,63900000,-0.173,58.0,37400.0
1794,France,2014,117.0,64200000,0.57,59.2,37500.0
1795,France,2015,118.0,64500000,1.07,60.3,37800.0
1796,France,2016,118.0,64700000,1.25,61.1,38100.0
1797,France,2017,119.0,65000000,1.36,61.7,38500.0
1798,France,2018,119.0,65200000,1.46,62.4,39000.0
1799,France,2019,120.0,65500000,1.46,62.9,39500.0
1800,Gabon,1990,3.7,952000,-3.2,90.7,19500.0
1801,Gabon,1991,3.8,978000,4.36,91.2,20100.0
1802,Gabon,1992,3.9,1000000,-7.6,91.4,19000.0
1803,Gabon,1993,4.0,1030000,-3.75,91.5,19200.0
1804,Gabon,1994,4.11,1060000,4.45,91.3,19400.0
1805,Gabon,1995,4.22,1090000,-0.166,91.0,19900.0
1806,Gabon,1996,4.32,1110000,8.31,90.6,20100.0
1807,Gabon,1997,4.43,1140000,-18.4,90.0,20700.0
1808,Gabon,1998,4.55,1170000,-15.4,89.2,20900.0
1809,Gabon,1999,4.66,1200000,8.34,88.2,18600.0
1810,Gabon,2000,4.78,1230000,21.0,87.1,17800.0
1811,Gabon,2001,4.9,1260000,-7.59,86.2,17700.0
1812,Gabon,2002,5.02,1290000,-3.25,85.1,17200.0
1813,Gabon,2003,5.15,1330000,7.39,83.9,17200.0
1814,Gabon,2004,5.29,1360000,11.6,82.6,16800.0
1815,Gabon,2005,5.45,1400000,34.0,81.3,17000.0
1816,Gabon,2006,5.61,1440000,-0.785,80.2,15900.0
1817,Gabon,2007,5.78,1490000,-0.322,79.2,16300.0
1818,Gabon,2008,5.96,1540000,17.9,78.2,15300.0
1819,Gabon,2009,6.16,1590000,-9.74,77.2,14800.0
1820,Gabon,2010,6.37,1640000,22.8,76.2,15400.0
1821,Gabon,2011,6.59,1700000,-9.1,75.7,15900.0
1822,Gabon,2012,6.82,1760000,4.02,75.0,16200.0
1823,Gabon,2013,7.05,1820000,4.36,74.4,16500.0
1824,Gabon,2014,7.28,1880000,4.23,73.8,16700.0
1825,Gabon,2015,7.49,1930000,4.83,73.1,16800.0
1826,Gabon,2016,7.68,1980000,5.28,72.6,16800.0
1827,Gabon,2017,7.86,2030000,4.66,72.1,17000.0
1828,Gabon,2018,8.02,2070000,4.66,71.4,17500.0
1829,Gabon,2019,8.19,2110000,4.37,70.7,18000.0
1830,Gambia,1990,90.6,917000,0.31,95.5,1520.0
1831,Gambia,1991,93.8,949000,-1.66,96.9,1510.0
1832,Gambia,1992,96.8,980000,0.442,97.7,1510.0
1833,Gambia,1993,99.6,1010000,2.07,98.0,1510.0
1834,Gambia,1994,102.0,1040000,-0.104,97.8,1480.0
1835,Gambia,1995,105.0,1070000,-7.0,97.3,1450.0
1836,Gambia,1996,108.0,1100000,2.33,97.4,1440.0
1837,Gambia,1997,111.0,1130000,1.22,97.0,1470.0
1838,Gambia,1998,115.0,1160000,-0.014,96.2,1480.0
1839,Gambia,1999,118.0,1200000,2.88,95.4,1520.0
1840,Gambia,2000,122.0,1230000,2.18,94.5,1560.0
1841,Gambia,2001,126.0,1270000,2.45,94.9,1600.0
1842,Gambia,2002,130.0,1310000,-6.16,95.0,1500.0
1843,Gambia,2003,134.0,1350000,3.48,95.0,1550.0
1844,Gambia,2004,138.0,1400000,4.01,94.9,1610.0
1845,Gambia,2005,143.0,1440000,2.12,94.9,1540.0
1846,Gambia,2006,147.0,1490000,-1.72,95.4,1510.0
1847,Gambia,2007,152.0,1540000,0.759,95.7,1520.0
1848,Gambia,2008,157.0,1590000,2.84,95.9,1560.0
1849,Gambia,2009,162.0,1640000,3.56,95.8,1600.0
1850,Gambia,2010,167.0,1690000,3.65,95.6,1660.0
1851,Gambia,2011,173.0,1750000,-6.87,95.7,1540.0
1852,Gambia,2012,178.0,1800000,2.45,95.5,1580.0
1853,Gambia,2013,184.0,1860000,3.49,95.2,1600.0
1854,Gambia,2014,190.0,1920000,4.48,94.8,1560.0
1855,Gambia,2015,195.0,1980000,4.12,94.2,1590.0
1856,Gambia,2016,201.0,2040000,2.69,94.0,1570.0
1857,Gambia,2017,208.0,2100000,2.67,93.6,1570.0
1858,Gambia,2018,214.0,2160000,2.68,93.0,1570.0
1859,Gambia,2019,220.0,2230000,2.68,92.2,1580.0
1860,Georgia,1990,77.9,5410000,-14.6,51.4,8010.0
1861,Georgia,1991,77.3,5370000,-20.4,52.1,6270.0
1862,Georgia,1992,76.2,5300000,-44.1,52.9,3430.0
1863,Georgia,1993,74.9,5200000,-27.9,53.7,2410.0
1864,Georgia,1994,73.5,5110000,-8.58,54.4,2180.0
1865,Georgia,1995,72.2,5020000,4.51,54.8,2300.0
1866,Georgia,1996,71.2,4950000,13.0,54.7,2620.0
1867,Georgia,1997,70.2,4880000,12.0,54.4,2950.0
1868,Georgia,1998,69.4,4830000,4.34,53.8,3070.0
1869,Georgia,1999,68.7,4770000,4.04,53.1,3180.0
1870,Georgia,2000,68.0,4720000,3.01,52.5,3260.0
1871,Georgia,2001,67.2,4670000,6.02,52.0,3450.0
1872,Georgia,2002,66.6,4620000,6.67,51.6,3660.0
1873,Georgia,2003,65.9,4580000,12.3,51.1,4120.0
1874,Georgia,2004,65.2,4530000,6.96,50.3,4420.0
1875,Georgia,2005,64.6,4490000,10.7,49.1,4900.0
1876,Georgia,2006,63.9,4440000,7.4,48.5,5430.0
1877,Georgia,2007,63.2,4390000,12.5,47.6,6180.0
1878,Georgia,2008,62.5,4340000,2.61,46.6,6410.0
1879,Georgia,2009,61.7,4290000,-3.85,45.8,6260.0
1880,Georgia,2010,60.9,4230000,5.03,45.4,6730.0
1881,Georgia,2011,60.0,4170000,6.39,45.5,7320.0
1882,Georgia,2012,59.1,4110000,5.51,45.6,7880.0
